,latitude,longitude,Place
52,35.715805000000000,139.801479,東京都台東区浅草６丁目
53,35.635349,139.65226,東京都世田谷区弦巻２丁目25-12
54,35.612003,139.679111,東京都目黒区緑が丘１丁目4-1
55,35.697679,139.827537,東京都江東区亀戸５丁目
56,35.673576000000000,139.772716,東京都中央区新富１丁目
57,35.690217,139.78282100000000,東京都中央区東日本橋３丁目
58,35.731101,139.753948,東京都文京区本駒込４丁目
59,35.571188,139.723961,東京都大田区大森西４丁目17-14
60,35.649453,139.59700700000000,東京都世田谷区成城７丁目35-19
61,35.612425,139.701827,東京都品川区荏原６丁目
62,35.562328,139.709081,東京都大田区西蒲田７丁目54-7
63,35.762283000000000,139.826018,東京都足立区綾瀬３丁目
64,35.594386,139.681626,東京都大田区南雪谷１丁目3-1
65,35.685972,139.66961800000000,東京都中野区南台２丁目52-8
66,35.736932,139.775991,東京都荒川区西日暮里１丁目
67,35.758343000000000,139.743243,東京都北区豊島２丁目7-6
68,35.661966,139.715871,東京都港区南青山６丁目
69,35.732737,139.725527,東京都豊島区北大塚３丁目
70,35.727254000000000,139.675126,東京都中野区江原町１丁目20-2
71,35.705549,139.888781,東京都江戸川区新堀１丁目38-5
72,35.776636000000000,139.873367,東京都葛飾区東金町５丁目
73,35.680441000000000,139.832174,東京都江東区北砂５丁目
74,35.712255,139.758979,東京都文京区本郷６丁目
75,35.779221,139.792802,東京都足立区島根３丁目7-20
76,35.727129,139.768565,東京都台東区谷中７丁目18-12
77,35.780138,139.702466,東京都板橋区小豆沢４丁目
78,35.700434,139.663983,東京都中野区中野３丁目
79,35.707645,139.63531800000000,東京都杉並区阿佐谷北１丁目２７－９
80,35.634457,139.638514,東京都世田谷区弦巻５丁目
81,35.741948,139.739896,東京都北区西ケ原４丁目
82,35.775495,139.63685700000000,東京都板橋区赤塚３丁目22-5
83,35.648509000000000,139.650629,東京都世田谷区梅丘２丁目
84,35.649862,139.712519,東京都渋谷区広尾１丁目
85,35.669331,139.803066,東京都江東区木場２丁目6-3
86,35.733553,139.71204,東京都豊島区池袋１丁目
87,35.710843,139.809151,東京都墨田区押上２丁目
88,35.745297000000000,139.76896200000000,東京都荒川区東尾久５丁目
89,35.704813,139.625844,東京都杉並区天沼２丁目
90,35.756349,139.741492,東京都北区豊島２丁目
91,35.611943,139.736223,東京都品川区南品川６丁目
92,35.703351,139.816425,東京都墨田区横川５丁目
93,35.72603,139.881229,東京都江戸川区南小岩５丁目15-14
94,35.682942,139.669046,東京都中野区南台３丁目
95,35.683142,139.66222200000000,東京都中野区南台５丁目23-10
96,35.721238,139.826338,東京都墨田区八広４丁目
97,35.698608,139.756423,東京都千代田区西神田２丁目
98,35.691333,139.84496300000000,東京都江東区大島９丁目４－１
99,35.693498,139.619472,東京都杉並区荻窪１丁目21-18
100,35.723495,139.76536000000000,東京都台東区谷中２丁目9-22
101,35.791514,139.81075,東京都足立区東保木間２丁目
102,35.658852,139.720978,東京都港区西麻布４丁目15
103,35.721976,139.797723,東京都台東区浅草５丁目64-8
104,35.734039,139.867404,東京都葛飾区奥戸６丁目9-10
105,35.694572000000000,139.61983500000000,東京都杉並区荻窪１丁目35-4
106,35.7444,139.727443,東京都北区滝野川６丁目
107,35.664165000000000,139.753967,東京都港区新橋５丁目4-2
108,35.677701,139.827297,東京都江東区北砂４丁目
109,35.727675,139.692554,東京都豊島区長崎２丁目11-10
110,35.682718,139.64640500000000,東京都杉並区大宮１丁目
111,35.614707,139.648238,東京都世田谷区中町３丁目
112,35.634457,139.638514,東京都世田谷区弦巻５丁目
113,35.597022000000000,139.702785,東京都大田区上池台５丁目
114,35.672635,139.78989200000000,東京都江東区永代２丁目
115,35.75912,139.710983,東京都板橋区本町１－４
116,35.712697,139.673897,東京都中野区上高田２丁目16-15
117,35.745323,139.60218400000000,東京都練馬区石神井町８丁目
118,35.738168,139.724535,東京都豊島区西巣鴨１丁目16-17
119,35.619728,139.702146,東京都品川区小山４丁目
120,35.642834,139.734678,東京都港区高輪１丁目4-6
121,35.764485,139.732312,東京都北区王子５丁目
122,35.690281,139.838651,東京都江東区大島７丁目
123,35.638040000000000,139.587568,東京都世田谷区喜多見９丁目8-7
124,35.650585,139.789493,東京都江東区豊洲６丁目
125,35.748759,139.806754,東京都足立区千住旭町
126,35.712538,139.75026,東京都文京区小石川３丁目26-3
127,35.786049,139.793289,東京都足立区六月２丁目１３－１２
128,35.731301,139.868726,東京都葛飾区奥戸６丁目3
129,35.76937,139.591194,東京都練馬区大泉学園町７丁目
130,35.630138,139.689303,東京都目黒区鷹番２丁目
131,35.711623000000000,139.744793,東京都文京区小石川４丁目1-10
132,35.666928000000000,139.597308,東京都世田谷区南烏山６丁目13-6
133,35.637221000000000,139.75291,東京都港区海岸３丁目8-14
134,35.572102,139.725128,東京都大田区大森西５丁目
135,35.584539,139.70378200000000,東京都大田区西馬込２丁目31-6
136,35.780983,139.718105,東京都北区赤羽台３丁目
137,35.687961,139.86032600000000,東京都江戸川区東小松川４丁目
138,35.736884,139.665458,東京都練馬区豊玉上２丁目
139,35.695912,139.798202,東京都墨田区亀沢１丁目
140,35.691491,139.76627300000000,東京都千代田区内神田１丁目16-1
141,35.625086000000000,139.724101,東京都品川区西五反田１丁目
142,35.64286,139.60776,東京都世田谷区祖師谷３丁目
143,35.736602000000000,139.723233,東京都豊島区上池袋１丁目37-22
144,35.749999,139.713399,東京都板橋区板橋３丁目1-8
145,35.767781,139.797323,東京都足立区梅田６丁目26-10
146,35.654522,139.872817,東京都江戸川区南葛西２丁目３－１
147,35.678458,139.798412,東京都江東区平野１丁目2-2
148,35.736292,139.745803,東京都豊島区駒込３丁目
149,35.681129,139.822689,東京都江東区北砂１丁目6-3
150,35.638993,139.667259,東京都世田谷区上馬２丁目26-8
151,35.658654,139.858326,東京都江戸川区西葛西７丁目
152,35.727294,139.813867,東京都墨田区東向島４丁目
153,35.590365000000000,139.689064,東京都大田区南雪谷５丁目
154,35.707887,139.73625800000000,東京都新宿区水道町4-5
155,35.730527,139.731929,東京都豊島区南大塚１丁目57-5
156,35.705505,139.73683800000000,東京都新宿区西五軒町1-4
157,35.649351,139.80004,東京都江東区東雲１丁目
158,35.691489000000000,139.723726,東京都新宿区荒木町18
159,35.737120000000000,139.714674,東京都豊島区池袋本町１丁目
160,35.687553,139.616598,東京都杉並区高井戸東３丁目28-18
161,35.772004000000000,139.736676,東京都足立区新田１丁目
162,35.714696,139.730372,東京都文京区音羽１丁目10-7
163,35.786817,139.718185,東京都北区赤羽３丁目28-26
164,35.564426,139.71690800000000,東京都大田区蒲田５丁目
165,35.635462,139.664182,東京都世田谷区上馬４丁目
166,35.614628,139.705389,東京都品川区荏原４丁目18-16
167,35.579505,139.69991300000000,東京都大田区久が原５丁目
168,35.651716,139.678217,東京都世田谷区三宿２丁目
169,35.687295,139.722711,東京都新宿区若葉１丁目
170,35.610994,139.690579,東京都大田区北千束１丁目
171,35.645125,139.711083,東京都渋谷区恵比寿４丁目
172,35.704763,139.670078,東京都中野区中野２丁目14-26
173,35.642214,139.69000400000000,東京都目黒区上目黒４丁目24-（11）
174,35.693475,139.78406,東京都中央区日本橋横山町
175,35.755663,139.709646,東京都板橋区仲宿
176,35.790843,139.782622,東京都足立区伊興２丁目
177,35.769178000000000,139.82282,東京都足立区綾瀬６丁目
178,35.710224,139.81154900000000,東京都墨田区押上１丁目
179,35.725717000000000,139.720898,東京都豊島区東池袋４丁目
180,35.726101,139.78705,東京都台東区根岸５丁目12-13
181,35.724771000000000,139.817644,東京都墨田区東向島４丁目24-8
182,35.708369,139.81874300000000,東京都墨田区文花１丁目
183,35.753826000000000,139.631705,東京都練馬区春日町６丁目16-11
184,35.677027,139.867286,東京都江戸川区船堀７丁目
185,35.597294,139.71143,東京都大田区北馬込２丁目32-2
186,35.680172,139.683882,東京都渋谷区本町１丁目１０－１
187,35.766627,139.809471,東京都足立区弘道１丁目
188,35.638690000000000,139.727018,東京都港区白金台４丁目5-7
189,35.619902,139.7172,東京都品川区西五反田６丁目14-7
190,35.805342000000000,139.775567,東京都足立区古千谷本町２丁目14-22
191,35.697942,139.647202,東京都杉並区高円寺南３丁目
192,35.57933,139.676283,東京都大田区田園調布南1-1
193,35.580672,139.721367,東京都大田区中央２丁目6-1
194,35.645806,139.756423,東京都港区海岸３丁目
195,35.741922000000000,139.595175,東京都練馬区石神井台３丁目
196,35.667056,139.595972,東京都世田谷区給田３丁目
197,35.718215,139.659987,東京都中野区沼袋３丁目12-16
198,35.743095000000000,139.78018500000000,東京都荒川区町屋２丁目
199,35.698505,139.66195,東京都杉並区高円寺南１丁目
200,35.783294,139.769521,東京都足立区谷在家２丁目
201,35.717099,139.788774,東京都台東区松が谷４丁目
202,35.704697000000000,139.646514,東京都杉並区高円寺南３丁目61-5
203,35.735482,139.880808,東京都江戸川区西小岩４丁目
204,35.698774,139.701827,東京都新宿区百人町１丁目
205,35.744368,139.605848,東京都練馬区石神井町４丁目
206,35.731994,139.659717,東京都練馬区豊玉中２丁目9-9
207,35.616533000000000,139.682045,東京都目黒区平町２丁目
208,35.728206,139.88649000000000,東京都江戸川区南小岩８丁目
209,35.774621,139.831715,東京都足立区谷中２丁目3-9
210,35.727752,139.7835,東京都荒川区東日暮里４丁目
211,35.729597,139.683547,東京都豊島区南長崎５丁目33-7
212,35.749701,139.827492,東京都葛飾区堀切４丁目58-11
213,35.712721,139.721377,東京都豊島区高田１丁目
214,35.773888,139.700499,東京都板橋区小豆沢１丁目７－１３
215,35.655092000000000,139.77296,東京都中央区勝どき６丁目5-4
216,35.586055,139.72972,東京都大田区大森北１丁目15-3
217,35.729137,139.77644900000000,東京都荒川区東日暮里６丁目４３－５
218,35.637933000000000,139.691656,東京都目黒区祐天寺２丁目
219,35.737284,139.828696,東京都葛飾区堀切１丁目
220,35.71819,139.592259,東京都杉並区善福寺４丁目3-28
221,35.695570000000000,139.660355,東京都杉並区和田３丁目
222,35.667059,139.736782,東京都港区六本木２丁目
223,35.727752,139.7835,東京都荒川区東日暮里４丁目
224,35.691984000000000,139.685495,東京都新宿区西新宿５丁目
225,35.680709,139.628802,東京都杉並区浜田山２丁目23-2
226,35.709747,139.67279400000000,東京都中野区上高田２丁目
227,35.745617000000000,139.718344,東京都板橋区板橋１丁目
228,35.693648000000000,139.769625,東京都千代田区神田多町２丁目３－４
229,35.668894,139.872242,東京都江戸川区中葛西２丁目１－６
230,35.760023,139.814107,東京都足立区西綾瀬１丁目
231,35.602654,139.707165,東京都品川区中延５丁目9-5
232,35.659723,139.602662,東京都世田谷区上祖師谷１丁目
233,35.657564,139.756252,東京都港区浜松町１丁目26-6
234,35.759089,139.68770800000000,東京都板橋区南常盤台２丁目
235,35.670854,139.794047,東京都江東区牡丹１丁目13-6
236,35.723413,139.585142,東京都練馬区関町東１丁目
237,35.677718,139.799001,東京都江東区平野１丁目
238,35.740863,139.825968,東京都葛飾区堀切１丁目12-7
239,35.769897,139.595335,東京都練馬区大泉学園町８丁目
240,35.756505,139.849776,東京都葛飾区青戸８丁目３－１１
241,35.694788,139.63421100000000,東京都杉並区成田東４丁目
242,35.664421000000000,139.782462,東京都中央区月島１丁目
243,35.656592000000000,139.873127,東京都江戸川区東葛西８丁目
244,35.731646000000000,139.84177,東京都葛飾区東四つ木４丁目
245,35.739908,139.58132,東京都練馬区東大泉７丁目
246,35.654773,139.709567,東京都渋谷区東２丁目
247,35.723771,139.630944,東京都中野区鷺宮６丁目
248,35.756366,139.738858,東京都北区豊島１丁目
249,35.680381,139.836332,東京都江東区北砂６丁目
250,35.58363,139.706614,東京都大田区南馬込６丁目
251,35.67896,139.705345,東京都渋谷区千駄ヶ谷４丁目8-3
252,35.743016,139.734925,東京都北区西ケ原４丁目51-35
253,35.709808,139.74729,東京都文京区春日１丁目11-18
254,35.75349,139.707093,東京都板橋区氷川町
255,35.611961,139.67566500000000,東京都目黒区緑が丘２丁目
256,35.784621,139.725106,東京都北区岩淵町20-13
257,35.722247000000000,139.738539,東京都文京区大塚３丁目38-7
258,35.65638,139.774393,東京都中央区勝どき６丁目
259,35.676826,139.82098200000000,東京都江東区南砂１丁目
260,35.73734,139.87548700000000,東京都葛飾区細田５丁目
261,35.7619,139.703423,東京都板橋区大和町22-4
262,35.701329,139.84097,東京都江戸川区平井３丁目
263,35.668212,139.601149,東京都世田谷区南烏山６丁目
264,35.769145,139.68938300000000,東京都板橋区前野町４丁目
265,35.693408000000000,139.73521100000000,東京都新宿区市谷左内町21
266,35.710345000000000,139.66003600000000,東京都中野区野方１丁目
267,35.719412,139.61373400000000,東京都杉並区上井草１丁目
268,35.617861,139.69696100000000,東京都目黒区原町１丁目
269,35.696252,139.77959100000000,東京都千代田区東神田２丁目４－８
270,35.709747,139.67279400000000,東京都中野区上高田２丁目
271,35.721019,139.829376,東京都墨田区八広４丁目46-18
272,35.708446,139.80531500000000,東京都墨田区吾妻橋３丁目
273,35.777039,139.868843,東京都葛飾区東水元１丁目12-12
274,35.632540000000000,139.716699,東京都品川区上大崎３丁目1-30
275,35.68418,139.685315,東京都渋谷区本町２丁目
276,35.655662,139.77356700000000,東京都中央区勝どき６丁目３－2
277,35.619497000000000,139.740654,東京都品川区北品川２丁目
278,35.701257,139.68037000000000,東京都中野区中野１丁目
279,35.764631,139.663225,東京都練馬区北町２丁目
280,35.646782,139.675774,東京都世田谷区三宿１丁目14-（10）
281,35.711724,139.781983,東京都台東区東上野５丁目
282,35.656073,139.754826,東京都港区浜松町２丁目
283,35.665607,139.858236,東京都江戸川区西葛西３丁目16-20
284,35.577006,139.715871,東京都大田区中央７丁目
285,35.740794,139.872727,東京都葛飾区細田４丁目
286,35.567428,139.71204,東京都大田区西蒲田６丁目
287,35.597061,139.707891,東京都大田区中馬込２丁目
288,35.706142,139.755559,東京都文京区本郷１丁目32-10
289,35.669519,139.820662,東京都江東区南砂２丁目
290,35.605941000000000,139.678536,東京都世田谷区奥沢２丁目
291,35.728793000000000,139.706614,東京都豊島区西池袋３丁目
292,35.688241,139.63556600000000,東京都杉並区成田東２丁目22-14
293,35.783454,139.786192,東京都足立区栗原４丁目９－２
294,35.590931,139.736542,東京都品川区南大井２丁目9-3
295,35.698448,139.675346,東京都中野区中央３丁目
296,35.611943,139.736223,東京都品川区南品川６丁目
297,35.634101,139.705829,東京都目黒区目黒３丁目4-16
298,35.723071000000000,139.69042,東京都豊島区南長崎２丁目
299,35.74238,139.889451,東京都江戸川区北小岩７丁目
300,35.708707000000000,139.85816600000000,東京都江戸川区松島４丁目
301,35.722318,139.691935,東京都新宿区中落合３丁目
302,35.567728,139.723532,東京都大田区蒲田２丁目
303,35.586115,139.674548,東京都大田区田園調布本町
304,35.774857,139.784219,東京都足立区西新井栄町３丁目
305,35.685317,139.690818,東京都新宿区西新宿３丁目7
306,35.606208,139.718344,東京都品川区豊町５丁目
307,35.587751000000000,139.736942,東京都大田区大森本町１丁目
308,35.682177,139.80959100000000,東京都江東区白河４丁目4-15
309,35.719736,139.867446,東京都江戸川区本一色３丁目
310,35.64221,139.653851,東京都世田谷区世田谷１丁目11-21
311,35.733868,139.720938,東京都豊島区上池袋１丁目
312,35.670135000000000,139.785977,東京都中央区佃２丁目
313,35.699624,139.75232,東京都千代田区神田三崎町３丁目２－６
314,35.651406,139.75786100000000,東京都港区芝浦１丁目
315,35.764508,139.66907700000000,東京都練馬区北町１丁目4-8
316,35.630744,139.729598,東京都品川区東五反田３丁目
317,35.659860000000000,139.721317,東京都港区西麻布２丁目25-26
318,35.735381,139.785178,東京都荒川区荒川１丁目
319,35.770087,139.803077,東京都足立区梅島１丁目
320,35.685468,139.787176,東京都中央区日本橋浜町２丁目
321,35.765045,139.70578700000000,東京都板橋区清水町48-7
322,35.647239,139.66097300000000,東京都世田谷区若林２丁目16-8
323,35.693222,139.677499,東京都中野区本町３丁目
324,35.713274,139.649124,東京都中野区大和町２丁目44-1
325,35.749736,139.881543,東京都葛飾区柴又５丁目２２－１１
326,35.708621,139.60300000000000,東京都杉並区上荻４丁目4-9
327,35.702214,139.743209,東京都新宿区揚場町2-27
328,35.771796,139.699354,東京都板橋区志村１丁目
329,35.697333,139.68683000000000,東京都中野区中央１丁目
330,35.718111,139.891772,東京都江戸川区東小岩１丁目
331,35.756018,139.60776,東京都練馬区三原台２丁目
332,35.760126,139.872429,東京都葛飾区柴又３丁目9-10
333,35.666944,139.641224,東京都杉並区下高井戸１丁目
334,35.734762000000000,139.70688700000000,東京都豊島区池袋３丁目28-22
335,35.714111000000000,139.65401600000000,東京都中野区野方２丁目58-6
336,35.735016000000000,139.638778,東京都練馬区中村北３丁目２１－６
337,35.741388,139.876727,東京都葛飾区鎌倉１丁目
338,35.736956,139.69073900000000,東京都豊島区要町３丁目
339,35.682747,139.816585,東京都江東区扇橋２丁目２３ー（未定）
340,35.706508,139.64579800000000,東京都杉並区高円寺北３丁目７－１０
341,35.754229000000000,139.58506200000000,東京都練馬区大泉学園町２丁目
342,35.785559,139.797323,東京都足立区六月２丁目
343,35.751168,139.847376,東京都葛飾区白鳥４丁目２－１３
344,35.657444,139.70996600000000,東京都渋谷区東１丁目
345,35.566108,139.73023600000000,東京都大田区大森中３丁目
346,35.713836,139.86920600000000,東京都江戸川区本一色１丁目
347,35.679549,139.69377,東京都渋谷区代々木４丁目
348,35.756626000000000,139.61636300000000,東京都練馬区高松６丁目11
349,35.725793000000000,139.682045,東京都豊島区南長崎５丁目
350,35.624884,139.688904,東京都目黒区碑文谷２丁目
351,35.661966,139.715871,東京都港区南青山６丁目
352,35.675682,139.773675,東京都中央区八丁堀３丁目
353,35.735855,139.864964,東京都葛飾区奥戸７丁目９－４
354,35.669528,139.84169,東京都江東区東砂６丁目
355,35.682406,139.880227,東京都江戸川区春江町５丁目
356,35.54149,139.70736200000000,東京都大田区仲六郷４丁目20-9
357,35.766442,139.8006,東京都足立区梅田６丁目
358,35.767259,139.845797,東京都葛飾区亀有５丁目18-4
359,35.684696,139.799401,東京都江東区高橋
360,35.627894,139.700593,東京都目黒区下目黒６丁目5-21
361,35.749633,139.713716,東京都板橋区板橋３丁目
362,35.628023,139.645687,東京都世田谷区桜新町１丁目
363,35.64626,139.675346,東京都世田谷区太子堂２丁目
364,35.757576,139.597963,東京都練馬区大泉町５丁目
365,35.681221,139.65461500000000,東京都杉並区和泉４丁目44
366,35.617563,139.619647,東京都世田谷区玉川３丁目41-10
367,35.687288,139.893969,東京都江戸川区江戸川３丁目
368,35.775607,139.781264,東京都足立区西新井本町１丁目
369,35.7059,139.653978,東京都杉並区高円寺北２丁目
370,35.657782,139.728321,東京都港区元麻布３丁目
371,35.714247,139.665458,東京都中野区新井３丁目
372,35.655662,139.77356700000000,東京都中央区勝どき６丁目3-2
373,35.645383,139.71690800000000,東京都渋谷区恵比寿３丁目
374,35.661335,139.77655,東京都中央区勝どき１丁目
375,35.729227,139.88761100000000,東京都江戸川区東小岩５丁目
376,35.587751000000000,139.736942,東京都大田区大森本町１丁目
377,35.66897,139.811529,東京都江東区東陽３丁目21-12
378,35.647786000000000,139.672677,東京都世田谷区太子堂２丁目35-1
379,35.621503000000000,139.67263400000000,東京都目黒区八雲１丁目
380,35.682437,139.78086400000000,東京都中央区日本橋小網町
381,35.591884,139.717706,東京都大田区南馬込２丁目
382,35.745617000000000,139.718344,東京都板橋区板橋１丁目
383,35.748641,139.67951200000000,東京都板橋区小茂根２丁目30-14
384,35.67812,139.652491,東京都杉並区和泉４丁目21-16
385,35.668447,139.627736,東京都世田谷区上北沢４丁目4-18
386,35.710802,139.65334,東京都中野区大和町１丁目
387,35.719853,139.653579,東京都中野区野方６丁目
388,35.679748,139.63333400000000,東京都杉並区浜田山３丁目
389,35.709435,139.736942,東京都文京区水道２丁目5-17
390,35.693841,139.593192,東京都杉並区松庵１丁目8-32
391,35.639902,139.727922,東京都港区白金台４丁目
392,35.739906,139.637399,東京都練馬区貫井２丁目5-16
393,35.747441000000000,139.721236,東京都板橋区板橋１丁目56-5
394,35.656109,139.648318,東京都世田谷区赤堤２丁目
395,35.695126,139.803957,東京都墨田区緑３丁目15-11
396,35.550952,139.710936,東京都大田区西六郷２丁目22-2
397,35.746618,139.714594,東京都板橋区板橋２丁目
398,35.68712,139.806333,東京都墨田区菊川３丁目1-3
399,35.68712,139.806333,東京都墨田区菊川３丁目１－３
400,35.76208,139.794367,東京都足立区梅田４丁目
401,35.735703,139.84169,東京都葛飾区東立石３丁目
402,35.744648,139.74340800000000,東京都北区西ケ原３丁目
403,35.628255000000000,139.676941,東京都世田谷区野沢３丁目
404,35.719879,139.887931,東京都江戸川区南小岩４丁目
405,35.717147,139.635922,東京都中野区白鷺２丁目1-21
406,35.762164,139.86928600000000,東京都葛飾区金町２丁目
407,35.796010000000000,139.817816,東京都足立区南花畑４丁目１３－１２
408,35.75403,139.827617,東京都葛飾区堀切７丁目
409,35.690385,139.676861,東京都中野区弥生町２丁目
410,35.638458,139.60601700000000,東京都世田谷区砧７丁目15-4
411,35.748659,139.765368,東京都荒川区西尾久２丁目
412,35.764752,139.866966,東京都葛飾区金町５丁目
413,35.723292,139.808352,東京都台東区橋場１丁目
414,35.667411,139.65413700000000,東京都世田谷区松原１丁目
415,35.684359,139.716988,東京都新宿区大京町
416,35.613123,139.707028,東京都品川区荏原６丁目10-6
417,35.559073,139.713267,東京都大田区新蒲田１丁目5-9
418,35.759735,139.70837,東京都板橋区本町
419,35.59523,139.68045,東京都世田谷区東玉川１丁目
420,35.744196,139.77551200000000,東京都荒川区東尾久３丁目
421,35.632593,139.749588,東京都港区港南３丁目7-3
422,35.767743000000000,139.78006500000000,東京都足立区興野２丁目
423,35.761282,139.82702,東京都足立区綾瀬２丁目２３－３
424,35.731831,139.70829000000000,東京都豊島区池袋２丁目
425,35.545262,139.705544,東京都大田区西六郷３丁目29-17
426,35.651312,139.64441200000000,東京都世田谷区宮坂２丁目
427,35.598682000000000,139.70406100000000,東京都大田区中馬込１丁目
428,35.605627,139.714035,東京都品川区豊町６丁目
429,35.760339,139.645499,東京都練馬区田柄１丁目8-2
430,35.626539,139.63919000000000,東京都世田谷区用賀２丁目21-1
431,35.780815000000000,139.67941300000000,東京都板橋区蓮根２丁目
432,35.70793,139.816885,東京都墨田区業平５丁目10-9
433,35.708707000000000,139.85816600000000,東京都江戸川区松島４丁目
434,35.695958000000000,139.671452,東京都中野区本町４丁目22-12
435,35.682648,139.814187,東京都江東区扇橋２丁目
436,35.673576000000000,139.772716,東京都中央区新富１丁目
437,35.739908,139.58132,東京都練馬区東大泉７丁目
438,35.640156,139.668009,東京都世田谷区三軒茶屋２丁目
439,35.618619,139.676701,東京都目黒区中根１丁目
440,35.687852,139.802309,東京都江東区森下３丁目20-2
441,35.791038,139.82615800000000,東京都足立区南花畑３丁目１６－１
442,35.76937,139.591194,東京都練馬区大泉学園町７丁目
443,35.606376000000000,139.657485,東京都世田谷区等々力５丁目
444,35.737017,139.884649,東京都江戸川区北小岩２丁目
445,35.722296,139.888547,東京都江戸川区南小岩２丁目17-3
446,35.726874,139.741093,東京都文京区千石４丁目
447,35.74749,139.568386,東京都練馬区南大泉３丁目28-7
448,35.562894,139.713683,東京都大田区西蒲田７丁目44-6
449,35.796477,139.840675,東京都足立区六木３丁目２１－１
450,35.613476,139.668009,東京都目黒区自由が丘２丁目
451,35.649471000000000,139.73406800000000,東京都港区南麻布２丁目
452,35.67024,139.80076,東京都江東区富岡２丁目
453,35.599786,139.738944,東京都品川区東大井２丁目22-16
454,35.678968,139.785279,東京都中央区日本橋箱崎町8-7
455,35.714359,139.783613,東京都台東区東上野６丁目17-12
456,35.642908,139.62958900000000,東京都世田谷区桜丘２丁目
457,35.763146,139.846808,東京都葛飾区亀有３丁目
458,35.704387,139.76299,東京都文京区本郷３丁目８－５
459,35.686711000000000,139.68483600000000,東京都渋谷区本町３丁目
460,35.592948,139.735755,東京都品川区南大井４丁目20-6
461,35.65385,139.607779,東京都世田谷区祖師谷６丁目1-8
462,35.713682,139.668328,東京都中野区新井５丁目
463,35.759735,139.70837,東京都板橋区本町
464,35.692736,139.906101,東京都江戸川区南篠崎町１丁目
465,35.578325,139.700551,東京都大田区池上３丁目
466,35.715833,139.689426,東京都新宿区中落合１丁目12-2
467,35.647939,139.717826,東京都渋谷区恵比寿２丁目
468,35.689055000000000,139.797563,東京都墨田区千歳３丁目
469,35.724921,139.88956300000000,東京都江戸川区東小岩４丁目1-12
470,35.677240000000000,139.678217,東京都渋谷区幡ヶ谷１丁目
471,35.640156,139.668009,東京都世田谷区三軒茶屋２丁目
472,35.711973,139.88593,東京都江戸川区鹿骨５丁目
